Protein_IDs,log2FC,AveExpr,t,P,adj.P,B,Majority,Protein,Gene,direction
P50151,0.9561076142563891,20.460742792704735,2.8306731636525413,0.006565235875373051,0.8142194226611656,-2.759833327970342,P50151,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10,GNG10,n.s.
P07384,0.4619098264336934,23.835924625718338,2.669854203972338,0.010072155396966735,0.8142194226611656,-2.9958265551814853,P07384,Calpain-1 catalytic subunit,CAPN1,n.s.
P32119,0.38718701229680974,24.060033431954874,2.6636686785015273,0.010235294004309357,0.8142194226611656,-3.004669401254458,P32119,Peroxiredoxin-2,PRDX2,n.s.
Q96N66,0.7860919005767038,21.870480127001294,2.661407144875133,0.010296967231245817,0.8142194226611656,-3.007971559630996,Q96N66,Lysophospholipid acyltransferase 7,MBOAT7,n.s.
P09382,0.7609587068974619,22.89414271676854,2.6563161763342378,0.010434668467627391,0.8142194226611656,-3.0152788337460366,P09382,Galectin-1,LGALS1,n.s.
P46087,-0.5092701751205411,20.225519042289058,-2.6531092213212175,0.010520149041143527,0.8142194226611656,-3.019771787371842,P46087,Putative ribosomal RNA methyltransferase NOP2,NOP2,n.s.
Q96P70,0.5329587116774519,22.250522767582158,2.631868524815236,0.011119703588799148,0.8142194226611656,-3.050238712383727,Q96P70,Importin-9,IPO9,n.s.
P61289,-0.40055462656995644,20.280829802061685,-2.6110395133364923,0.011726206690927686,0.8142194226611656,-3.0794449317659907,P61289,Proteasome activator complex subunit 3,PSME3,n.s.
P62910,-0.39381042721322856,21.28061518081662,-2.5999392746254384,0.012066800104801486,0.8142194226611656,-3.0951683758670727,P62910,60S ribosomal protein L32,RPL32,n.s.
Q9Y6Q5,0.470291127250853,21.716893946972856,2.5942367786008385,0.012247042239340708,0.8142194226611656,-3.1033026243544937,Q9Y6Q5,AP-1 complex subunit mu-2,AP1M2,n.s.
Q6YN16,-0.7019887990719589,21.33686532777564,-2.553103624153703,0.013615406626950138,0.8142194226611656,-3.16137448493541,Q6YN16,Hydroxysteroid dehydrogenase-like protein 2,HSDL2,n.s.
Q9NWH9,0.3894379003382298,20.969060930313823,2.5200838128708325,0.014795029857590264,0.8142194226611656,-3.206921067215696,Q9NWH9,SAFB-like transcription modulator,SLTM,n.s.
P62820,0.31218838777294167,25.672795816495285,2.4871586102871044,0.01607786720148496,0.8142194226611656,-3.2523950441915352,P62820,Ras-related protein Rab-1A,RAB1A,n.s.
P17844,0.2618249567760884,25.377235215933318,2.4772187474154754,0.016479800218948133,0.8142194226611656,-3.2659020341933616,P17844,Probable ATP-dependent RNA helicase DDX5,DDX5,n.s.
Q13404;Q15819,-0.3641319225895785,20.575169901432513,-2.4699098331770895,0.016783784746466853,0.8142194226611656,-3.275887427322759,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,UBE2V1,n.s.
O95168,-0.721126116940205,20.91550086296881,-2.4635929485121717,0.01706175702430186,0.8142194226611656,-3.284818128670369,O95168,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUFB4,n.s.
Q10567,0.44167144569348693,21.636947599691858,2.4624828526939835,0.017099568676382616,0.8142194226611656,-3.286061106590825,Q10567,AP-1 complex subunit beta-1,AP1B1,n.s.
P59998,0.29052665857264515,23.66704404969559,2.4475946668535884,0.017743467312207353,0.8142194226611656,-3.306244173067671,P59998,Actin-related protein 2/3 complex subunit 4,ARPC4,n.s.
Q14847,0.923439468532564,22.13977315387157,2.4457530347249854,0.01783624990352273,0.8142194226611656,-3.3090483314782757,Q14847,LIM and SH3 domain protein 1,LASP1,n.s.
O43169,0.7788434800904405,21.144899070436818,2.435562424045287,0.01829274593949112,0.8142194226611656,-3.322832723673341,O43169,Cytochrome b5 type B,CYB5B,n.s.
Q02161,0.4259517531435044,21.817488788551387,2.4346425236167963,0.018323306196854742,0.8142194226611656,-3.323783802414133,Q02161,Blood group Rh(D) polypeptide,RHD,n.s.
P61353,-0.2888570062546947,23.89068619716572,-2.411669791491239,0.019392675251934367,0.8142194226611656,-3.35469957592084,P61353,60S ribosomal protein L27,RPL27,n.s.
P23297,1.602382221470517,20.18078675921401,2.408333229036286,0.019564540896125367,0.8142194226611656,-3.3594613371993125,P23297,Protein S100-A1,S100A1,n.s.
P31689,0.4002136450260032,21.94808273421019,2.3983405688089374,0.02003880080395412,0.8142194226611656,-3.3725463471623103,P31689,DnaJ homolog subfamily A member 1,DNAJA1,n.s.
O75694,-0.5281839093612462,21.17070853991007,-2.383998013599317,0.020767803622134783,0.8142194226611656,-3.391944708030451,O75694,Nuclear pore complex protein Nup155,NUP155,n.s.
P60660;P14649,0.282524534362647,25.597671427949333,2.3835665339786027,0.020777893730011914,0.8142194226611656,-3.3922527673937406,P60660,Myosin light polypeptide 6,MYL6,n.s.
Q9BZE4,-0.4279432154680478,20.13375263949913,-2.371304260621377,0.021417346111813427,0.8142194226611656,-3.408704946605954,Q9BZE4,Nucleolar GTP-binding protein 1,GTPBP4,n.s.
Q9UQB8,-0.586048833298566,20.116473580312896,-2.3617037683855324,0.021927950433114313,0.8142194226611656,-3.421492643634711,Q9UQB8,Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIAP2,n.s.
P62847,-0.44115880128572726,22.503696335256922,-2.3473857675321774,0.022700209025230886,0.8212819214000201,-3.44029967127393,P62847,40S ribosomal protein S24,RPS24,n.s.
P56545,-0.5538328579761682,20.98111492967414,-2.328428669716274,0.023767504493508885,0.8260138842537896,-3.46521470662908,P56545,C-terminal-binding protein 2,CTBP2,n.s.
Q9Y6M9,-0.36209588525976955,21.416013996578634,-2.3192411223598275,0.02428602396750039,0.8260138842537896,-3.4769625611472383,Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,NDUFB9,n.s.
P28482,0.41434828005638735,21.447492673006842,2.313148949579815,0.02464628508960874,0.8260138842537896,-3.484934139148927,P28482,Mitogen-activated protein kinase 1,MAPK1,n.s.
P18754,-0.5519884991007054,22.168760040966756,-2.291306622255501,0.02598116385060541,0.8260138842537896,-3.5134486310884725,P18754,Regulator of chromosome condensation,RCC1,n.s.
A0AV96;Q9NQ94,-0.42941836403446487,20.618456369519315,-2.2410001587563273,0.029269527481940907,0.8260138842537896,-3.57783507987406,A0AV96,RNA-binding protein 47,RBM47,n.s.
P55786;A6NEC2,-0.4336540122049328,24.548062707060105,-2.219203220635056,0.030810353493255935,0.8260138842537896,-3.605468776658012,P55786,Puromycin-sensitive aminopeptidase,NPEPPS,n.s.
O15498,0.3677870838704962,20.38358241506931,2.213121137921303,0.03123787842789528,0.8260138842537896,-3.6129385031401977,O15498,Synaptobrevin homolog YKT6,YKT6,n.s.
Q15726,0.5181769488264862,19.90059441410391,2.212865416307276,0.031270562595767874,0.8260138842537896,-3.6134505189872064,Q15726,Metastasis-suppressor KiSS-1;Metastin;Kisspeptin-14;Kisspeptin-13;Kisspeptin-10,KISS1,n.s.
Q9NYU2;Q9NYU1,0.3498795215743016,23.816317878474774,2.2114576673075996,0.03137360366770086,0.8260138842537896,-3.615221054527596,Q9NYU2,UDP-glucose:glycoprotein glucosyltransferase 1,UGGT1,n.s.
Q53EL6,-0.7896935415061428,23.000160378138016,-2.2112670031842914,0.031387582461615035,0.8260138842537896,-3.6154607879636287,Q53EL6,Programmed cell death protein 4,PDCD4,n.s.
Q9BVK6,-0.41339683883487766,23.44277567197321,-2.2109625927162875,0.03140991211275731,0.8260138842537896,-3.6158435087880707,Q9BVK6,Transmembrane emp24 domain-containing protein 9,TMED9,n.s.
P49959,-0.30640844030758885,20.842019352473425,-2.210567882222635,0.03142437341898007,0.8260138842537896,-3.6161438908191545,P49959,Double-strand break repair protein MRE11A,MRE11A,n.s.
Q9ULV4,0.44185051731761504,20.806337327766464,2.208706232671885,0.0315758620617497,0.8260138842537896,-3.618679068524249,Q9ULV4,Coronin-1C,CORO1C,n.s.
P12814;P35609;Q08043,0.40150972688881836,24.976888500449494,2.201785777393564,0.03208967915886187,0.8260138842537896,-3.6273621748275846,P12814,Alpha-actinin-1,ACTN1,n.s.
P23284,0.30592909182332306,23.647353986411602,2.2008419292883565,0.03215115058741663,0.8260138842537896,-3.62842456700184,P23284,Peptidyl-prolyl cis-trans isomerase B,PPIB,n.s.
O95747,0.36922886948751454,20.618409128085677,2.200158684282548,0.03219756458820583,0.8260138842537896,-3.6292177209334504,O95747,Serine/threonine-protein kinase OSR1,OXSR1,n.s.
P04844,0.23230879952228634,25.188476256901236,2.1904596937886445,0.03293173977494324,0.8297622289722307,-3.6413402743011103,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,n.s.
Q99497,0.4158836956081515,22.626601638207607,2.1763144840717015,0.034044855027841485,0.8427594814786725,-3.6591409346997366,Q99497,Protein DJ-1,PARK7,n.s.
Q14978,-0.5797504119611929,20.78897216956265,-2.153271150240305,0.03590312900559147,0.8544356769920446,-3.6876448094744463,Q14978,Nucleolar and coiled-body phosphoprotein 1,NOLC1,n.s.
Q15363,-0.7298222973969182,22.208222210068232,-2.1520390325084744,0.036004949845461605,0.8544356769920446,-3.6891622874771692,Q15363,Transmembrane emp24 domain-containing protein 2,TMED2,n.s.
Q99715,0.8829381983308018,25.206597998718962,2.148087665414846,0.036333196753736835,0.8544356769920446,-3.6940242535563623,Q99715,Collagen alpha-1(XII) chain,COL12A1,n.s.
O60832,-0.3588186798308861,22.24480260680508,-2.135161563489373,0.037409929117245555,0.8562159910832933,-3.709714110650241,O60832,H/ACA ribonucleoprotein complex subunit 4,DKC1,n.s.
O00410,0.41838423618585807,22.73853769365876,2.124679056536875,0.03833210527183097,0.8562159910832933,-3.722684862446493,O00410,Importin-5,IPO5,n.s.
P39023;Q92901,-0.21193178498107557,24.411741959992383,-2.1165268262399333,0.03903479651707559,0.8562159910832933,-3.7324488057492697,P39023,60S ribosomal protein L3,RPL3,n.s.
P27635;Q96L21,-0.5236892217617211,22.172700405405738,-2.1157434130895645,0.03912013031516416,0.8562159910832933,-3.7335607199215763,P27635;Q96L21,60S ribosomal protein L10;60S ribosomal protein L10-like,RPL10;RPL10L,n.s.
O95292,0.5812161737241155,21.7161744961502,2.097248112395757,0.040796284042783945,0.8562159910832933,-3.7559578605915576,O95292,Vesicle-associated membrane protein-associated protein B/C,VAPB,n.s.
Q92900,-0.27406690577705817,21.316914772662262,-2.0890861109271173,0.041539658483463124,0.8562159910832933,-3.765642421523113,Q92900,Regulator of nonsense transcripts 1,UPF1,n.s.
Q01518,0.31627614462849607,25.027641381415005,2.0736486084730865,0.04302566692302986,0.8562159910832933,-3.7843113052930395,Q01518,Adenylyl cyclase-associated protein 1,CAP1,n.s.
Q15907,0.2727154877343878,24.534730649675897,2.0686995976684397,0.043502465440505074,0.8562159910832933,-3.790190436146138,Q15907,Ras-related protein Rab-11B,RAB11B,n.s.
P14923,-0.4296542050993537,24.11373056127819,-2.0484099983559565,0.04552637308648992,0.8562159910832933,-3.8143530821339144,P14923,Junction plakoglobin,JUP,n.s.
P25686,0.21423839244508613,27.652269332865096,2.0472261363312656,0.04563021671029658,0.8562159910832933,-3.8156188333067727,P25686,DnaJ homolog subfamily B member 2,DNAJB2,n.s.
P62424,-0.19003904748686296,25.046331552898238,-2.039781389894445,0.04639318351538096,0.8562159910832933,-3.8244229099522604,P62424,60S ribosomal protein L7a,RPL7A,n.s.
Q9BWM7,0.49872108117601144,21.416583575931817,2.027933970752929,0.04764683169729535,0.8562159910832933,-3.838510867061421,Q9BWM7,Sideroflexin-3,SFXN3,n.s.
Q5TDH0,-0.4451414285466768,20.249851289316407,-2.0275626231645663,0.047686063429994575,0.8562159910832933,-3.838947198301951,Q5TDH0,Protein DDI1 homolog 2,DDI2,n.s.
Q9UJU6,0.38682462680251106,22.138168793615538,2.0257580935260178,0.04787305455370365,0.8562159910832933,-3.841035270800706,Q9UJU6,Drebrin-like protein,DBNL,n.s.
P61006;P59190,0.35317485750020694,21.24788859545672,2.0250328877787713,0.047938087922204886,0.8562159910832933,-3.841794567347721,P61006,Ras-related protein Rab-8A,RAB8A,n.s.
P42677,-0.3591605242393676,21.297445175327994,-2.016835891841532,0.04881717754824359,0.8562159910832933,-3.8514161870433057,P42677,40S ribosomal protein S27,RPS27,n.s.
Q86Y56,-0.25812235125832217,20.82009958275223,-2.0157921993426045,0.04892729338654642,0.8562159910832933,-3.8526179341096567,Q86Y56,HEAT repeat-containing protein 2,HEATR2,n.s.
P51970,-0.5457755682662686,21.225893874514185,-2.011043906427586,0.04945969553034078,0.8562159910832933,-3.8582918993523996,P51970,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,NDUFA8,n.s.
Q9Y446,-0.5793770604459461,22.116261553359493,-2.0075578836572427,0.049841184379322404,0.8562159910832933,-3.8623580961078297,Q9Y446,Plakophilin-3,PKP3,n.s.
P31947,0.4457286134480647,23.756072092441666,1.99577974034046,0.051148942097967755,0.8562159910832933,-3.876054532023831,P31947,14-3-3 protein sigma,SFN,n.s.
P01860,-0.6944054211061577,21.20280556883472,-1.986587165183179,0.05219005123377345,0.8562159910832933,-3.886699213685879,P01860,Ig gamma-3 chain C region,IGHG3,n.s.
P36871,0.5269586352723152,20.1053550439319,1.9841828561737467,0.05246534150980485,0.8562159910832933,-3.8894767832187878,P36871,Phosphoglucomutase-1,PGM1,n.s.
Q15365;P57723,0.25869793445100697,24.86938952370236,1.9827194425615733,0.05262935150393903,0.8562159910832933,-3.8911378799353487,Q15365,Poly(rC)-binding protein 1,PCBP1,n.s.
P46776,-0.2116177321286088,23.18481581117249,-1.979199945900414,0.05302264110921178,0.8562159910832933,-3.8951092608687468,P46776,60S ribosomal protein L27a,RPL27A,n.s.
Q13445,-0.4395827678853941,19.96525043142995,-1.9732087542780785,0.05373777419847238,0.8562159910832933,-3.902120073502995,Q13445,Transmembrane emp24 domain-containing protein 1,TMED1,n.s.
Q15124,0.4750278275039648,20.178854420657263,1.970767594161235,0.054024399959045975,0.8562159910832933,-3.9049248309447875,Q15124,Phosphoglucomutase-like protein 5,PGM5,n.s.
P19397,-0.35615066674932194,19.97925275013074,-1.9582368045659684,0.05551069508496969,0.8562159910832933,-3.9192417229496552,P19397,Leukocyte surface antigen CD53,CD53,n.s.
O94874,0.42856141892323407,22.185927224138673,1.9525193169999953,0.056208858331889405,0.8562159910832933,-3.925801909113061,O94874,E3 UFM1-protein ligase 1,UFL1,n.s.
P42127,0.3295134990674704,24.285502188613666,1.9523730246503657,0.05622667196545289,0.8562159910832933,-3.9259686389251858,P42127,Agouti-signaling protein,ASIP,n.s.
Q13564,0.3313544386254037,20.71969164569757,1.9482193850003853,0.0567196297449741,0.8562159910832933,-3.9306080415655353,Q13564,NEDD8-activating enzyme E1 regulatory subunit,NAE1,n.s.
Q13228,0.7161769564334506,22.49381393398572,1.9482627218010689,0.056729152673827526,0.8562159910832933,-3.930649011120248,Q13228,Selenium-binding protein 1,SELENBP1,n.s.
Q9UHF7,-0.5135013985073051,20.721077809987314,-1.9482448291976215,0.056731348403842724,0.8562159910832933,-3.930669367762664,Q9UHF7,Zinc finger transcription factor Trps1,TRPS1,n.s.
P47972;P0C7P4,-0.4283053549454081,21.50535264873745,-1.9460177016035587,0.05700522390757619,0.8562159910832933,-3.933202011309044,P47972;P0C7P4,Neuronal pentraxin-2;Putative cytochrome b-c1 complex subunit Rieske-like protein 1,NPTX2;UQCRFS1P1,n.s.
Q9UN86,0.5039633766252578,20.96270534450257,1.9457305997906826,0.05704061173765384,0.8562159910832933,-3.9335283260339455,Q9UN86,Ras GTPase-activating protein-binding protein 2,G3BP2,n.s.
Q13283,-0.30523307038165726,22.75328726160549,-1.9392984399143027,0.05782311122042723,0.8588253677055034,-3.940738454505505,Q13283,Ras GTPase-activating protein-binding protein 1,G3BP1,n.s.
Q16555,-0.6689125076703313,20.98105287634185,-1.9270147889382385,0.05938840260758697,0.8728857924927625,-3.9547156729010666,Q16555,Dihydropyrimidinase-related protein 2,DPYSL2,n.s.
Q9HB71,0.47850230891598855,21.398316608086592,1.9124461715712877,0.061272594585213114,0.8779822067716332,-3.9710922672086912,Q9HB71,Calcyclin-binding protein,CACYBP,n.s.
P05023;P13637;P50993;Q13733;P54707;P20648,0.42713686536622575,24.536097644301854,1.9117080591989148,0.061369396838206414,0.8779822067716332,-3.9719192699544026,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,n.s.
P08865,-0.18033651278642182,25.47372695585159,-1.9098037516087587,0.061601869929405875,0.8779822067716332,-3.9739554259158663,P08865,40S ribosomal protein SA,RPSA,n.s.
O00560,0.4043457237759931,19.772689503116545,1.9024632554940426,0.06259291150367205,0.881712467283803,-3.9822552258951385,O00560,Syntenin-1,SDCBP,n.s.
P61981,0.28796162238984735,24.33480083136092,1.891751920426941,0.06403640551628657,0.881712467283803,-3.994179293266649,P61981,"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed",YWHAG,n.s.
P18206,0.3477531903104847,25.275274945798845,1.8880781978061,0.06453795726685606,0.881712467283803,-3.9982561866005977,P18206,Vinculin,VCL,n.s.
Q6NVV9,0.3550473639034841,20.658784657513554,1.8876672745063752,0.06458989063172357,0.881712467283803,-3.9986898579772925,Q6NVV9,Putative disintegrin and metalloproteinase domain-containing protein 5,ADAM5P,n.s.
Q13509,0.9966099837908331,20.71540090501189,1.8848021913972663,0.06498802026755175,0.881712467283803,-4.001886206578744,Q13509,Tubulin beta-3 chain,TUBB3,n.s.
P00558;P07205,0.38690842327805797,24.87211452139022,1.8729278582344053,0.0666417187032578,0.8875463953053863,-4.015000088348979,P00558,Phosphoglycerate kinase 1,PGK1,n.s.
O60884,0.5444464623212397,21.566361767551506,1.8701371324908165,0.06703550643762622,0.8875463953053863,-4.018072193015729,O60884,DnaJ homolog subfamily A member 2,DNAJA2,n.s.
Q13242,0.3501896348871547,22.035014667717633,1.8665736920665308,0.06753518682346173,0.8875463953053863,-4.021961282289475,Q13242,Serine/arginine-rich splicing factor 9,SRSF9,n.s.
Q16181;Q6ZU15,0.25540503684456795,23.30830349168168,1.8604475889140715,0.06839979983837097,0.8875463953053863,-4.028625264144004,Q16181,Septin-7,41524.0,n.s.
P04843,0.17489460016167868,25.694059777903878,1.8593139220161046,0.06856311629219497,0.8875463953053863,-4.029867067223019,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,n.s.
P56556,-0.4190044427624038,21.468456398846044,-1.8532132610375032,0.06946599358809051,0.8904096483774059,-4.036621127839441,P56556,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUFA6,n.s.
P48039,0.18849127343122873,24.03828301686746,1.8478297781074209,0.07023618707805718,0.8904096483774059,-4.0424111941997944,P48039,Melatonin receptor type 1A,MTNR1A,n.s.
Q9BS26,0.3343938500820407,22.443775350283737,1.8444431921030873,0.07075004586199746,0.8904096483774059,-4.046158822044751,Q9BS26,Endoplasmic reticulum resident protein 44,ERP44,n.s.
P13987,0.6137079454667074,23.0718044203785,1.8302975700519633,0.07287525814107913,0.8904096483774059,-4.061513785397146,P13987,CD59 glycoprotein,CD59,n.s.
P05090,-0.91263678272405,23.594398194744763,-1.8279527113146254,0.07323192664229171,0.8904096483774059,-4.064046379968062,P05090,Apolipoprotein D,APOD,n.s.
P61803,0.21712875215914806,22.67683644314033,1.8232926367864428,0.07392655355004282,0.8904096483774059,-4.068996099108097,P61803,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,DAD1,n.s.
P32321,-0.6252636464478876,22.707479070764936,-1.8127304322165572,0.07558322359375001,0.8904096483774059,-4.080421407986789,P32321,Deoxycytidylate deaminase,DCTD,n.s.
Q7L014,-0.2041939241863986,21.226818548770314,-1.8094360428761516,0.07608169048504436,0.8904096483774059,-4.083877838998405,Q7L014,Probable ATP-dependent RNA helicase DDX46,DDX46,n.s.
P12525;P17538,0.9791542899652725,21.92014137713801,1.8067324452508027,0.07652694903290339,0.8904096483774059,-4.08684212785242,P12525,Protein L-Myc-2,MYCL2,n.s.
P22087,-0.38117249937015885,22.1225103972064,-1.8044558206431514,0.07688773241084237,0.8904096483774059,-4.089274536815554,P22087,rRNA 2-O-methyltransferase fibrillarin,FBL,n.s.
P39656,0.20722718236636695,25.58084311024809,1.798901600322079,0.07775518779015167,0.8904096483774059,-4.095127943807253,P39656,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,DDOST,n.s.
P67936;P68106,0.2527954182690877,29.411997790979754,1.7903855403665045,0.07914471822148243,0.8904096483774059,-4.104233941221378,P67936,Tropomyosin alpha-4 chain,TPM4,n.s.
P49407,-0.3432269535073864,25.30299287542384,-1.782342375081395,0.08046687075221788,0.8904096483774059,-4.112767050731631,P49407,Beta-arrestin-1,ARRB1,n.s.
Q14126,-0.5265686911533436,22.573817672051803,-1.7697643065046342,0.08256407655487473,0.8904096483774059,-4.126020645201369,Q14126,Desmoglein-2,DSG2,n.s.
Q04917,0.36349983716623413,23.419515462473807,1.763961034243247,0.08354694362071573,0.8904096483774059,-4.132108869911263,Q04917,14-3-3 protein eta,YWHAH,n.s.
P62750,-0.16579211112650682,24.085282475228222,-1.760047634946057,0.08419626621839527,0.8904096483774059,-4.13614280475031,P62750,60S ribosomal protein L23a,RPL23A,n.s.
P35573,1.1035182763448788,21.59822495668563,1.755914791770296,0.08492579807708733,0.8904096483774059,-4.140522213437517,P35573,"Glycogen debranching enzyme;4-alpha-glucanotransferase;Amylo-alpha-1,6-glucosidase",AGL,n.s.
Q96DH6,-0.34398282223223475,20.8007942800966,-1.7553669613993435,0.08501775211387601,0.8904096483774059,-4.141085446006845,Q96DH6,RNA-binding protein Musashi homolog 2,MSI2,n.s.
Q16790,-0.3717535609778224,21.147412465082574,-1.7531099702964816,0.08541087844869134,0.8904096483774059,-4.1434473463403005,Q16790,Carbonic anhydrase 9,CA9,n.s.
P42702,-0.26401885631153377,24.776631002556858,-1.7467268939654939,0.08652339261636245,0.8904096483774059,-4.150089445823517,P42702,Leukemia inhibitory factor receptor,LIFR,n.s.
Q9BXJ8,-0.2761963618399683,19.692065663632505,-1.7422875881700117,0.08728515372434963,0.8904096483774059,-4.154638169429347,Q9BXJ8,Transmembrane protein 120A,TMEM120A,n.s.
P10600,-0.3179056722352662,21.497303418678598,-1.7398853240091503,0.08771596839947439,0.8904096483774059,-4.157145579380416,P10600,Transforming growth factor beta-3,TGFB3,n.s.
Q12888,0.25905349762511776,20.385690911550707,1.7287538409277539,0.08970164272150888,0.8904096483774059,-4.168625222863758,Q12888,Tumor suppressor p53-binding protein 1,TP53BP1,n.s.
P19484,0.359529664914092,21.754685480967034,1.7224812935795188,0.09085941180154715,0.8904096483774059,-4.175131240096014,P19484,Transcription factor EB,TFEB,n.s.
P18669;P15259;Q8N0Y7,0.4703161996636993,21.826987830693138,1.715248990901932,0.09218710568536177,0.8904096483774059,-4.182543301134505,P18669;P15259,Phosphoglycerate mutase 1;Phosphoglycerate mutase 2,PGAM1;PGAM2,n.s.
O00151,0.7308752954528757,21.27336746623095,1.7128133293812444,0.09263783301089651,0.8904096483774059,-4.1850335095717135,O00151,PDZ and LIM domain protein 1,PDLIM1,n.s.
P18124,-0.1770287577179701,25.3395436352195,-1.711222270631147,0.09291405744215493,0.8904096483774059,-4.186605742842039,P18124,60S ribosomal protein L7,RPL7,n.s.
Q8WX93,0.41090378375202974,20.628397616530766,1.7106200796878628,0.09304525712047806,0.8904096483774059,-4.187273291456553,Q8WX93,Palladin,PALLD,n.s.
P37837,-0.3237725418201478,22.90268045190808,-1.6970173585536366,0.09560529222257601,0.8904096483774059,-4.2011097888588775,P37837,Transaldolase,TALDO1,n.s.
P30101,0.2568333380855776,27.292407374193534,1.690535080658582,0.09684551649996208,0.8904096483774059,-4.207670185694629,P30101,Protein disulfide-isomerase A3,PDIA3,n.s.
P04156,-0.600345871083487,20.648046296251362,-1.6854872187328855,0.09782044126636559,0.8904096483774059,-4.212763966299981,P04156,Major prion protein,PRNP,n.s.
P00568,0.5036901630495372,21.33017658840856,1.6852354786771422,0.0978692718101679,0.8904096483774059,-4.213017654126656,P00568,Adenylate kinase isoenzyme 1,AK1,n.s.
P23229,0.1293673452363855,25.61161576821619,1.680124127321145,0.09884576899081285,0.8904096483774059,-4.218114128320669,P23229,Integrin alpha-6;Integrin alpha-6 heavy chain;Integrin alpha-6 light chain,ITGA6,n.s.
P62888,-0.17485048293808347,23.953440772603862,-1.6784405199589945,0.09917558199585554,0.8904096483774059,-4.219805789338521,P62888,60S ribosomal protein L30,RPL30,n.s.
Q9P0J0,-0.42835357200348056,21.80377096131338,-1.6713220741617199,0.10059938897157687,0.8904096483774059,-4.226988066616416,Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,NDUFA13,n.s.
Q9C0C2,-0.46550601201810693,21.586702436237182,-1.670599554582163,0.10074285205114601,0.8904096483774059,-4.227710825663963,Q9C0C2,182 kDa tankyrase-1-binding protein,TNKS1BP1,n.s.
O95373,-0.3188238233135863,20.883346020601838,-1.6705507694159005,0.1007478640216818,0.8904096483774059,-4.227748533807127,O95373,Importin-7,IPO7,n.s.
Q9H3N1,0.3335873080776395,21.71630772070099,1.6689162176285344,0.10107306306903494,0.8904096483774059,-4.229382659062353,Q9H3N1,Thioredoxin-related transmembrane protein 1,TMX1,n.s.
Q9NR45,-0.4107779822000275,21.59354685088864,-1.6653641952280491,0.10178739913318566,0.8904096483774059,-4.232939880082506,Q9NR45,Sialic acid synthase,NANS,n.s.
P28074,-0.3329446526847981,22.033831777227476,-1.6610704584291132,0.10264599378390964,0.8904096483774059,-4.237207183623225,P28074,Proteasome subunit beta type-5,PSMB5,n.s.
